101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101
101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,102,102,102,102,102,102,102,102,102,102,102,102,102
101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,102,102,102,102,102,102,102,102,102,102,102,102,102
101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,1,101,101,101,101,101,101,101,101,101,102,102,101,102,102,101,101,101,101,101,101,101,101,101,101,102
101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,102,102,101,101,101,101,101,101,101,101,101,101,102
101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,102,102,101,101,101,101,101,101,101,101,101,101,102
101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,102,102,101,101,101,102,102,102,102,101,101,101,102
101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,102,102,102,102,101,102,102,101,101,101,102,102,102,102,101,101,101,102
101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,102,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,101,102
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,102,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,101,102
101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,101,101,101,102
101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,101,101,101,101,101,102
102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,101,101,101,101,101,102
102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,102
102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,102,102,102,102,102
102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,102,102,102,102,102
102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,102,102,102,102,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,102,102,101,101,101,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
102,102,102,102,102,102,102,101,101,101,102,102,101,101,101,101,101,101,101,101,102,102,101,101,101,102,102,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,102,102,102,102,102,102,101,101,101,102,102,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101
101,102,102,101,101,101,101,101,101,101,101,101,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,101,101,101,102,102,102,102,102,102,102,102,102,102,102,101
101,102,102,102,102,102,101,101,101,102,102,102,102,102,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,101,101,101,102,102,102,102,102,102,102,102,102,102,102,101
101,101,102,102,102,102,101,101,101,102,102,102,102,102,101,101,102,102,102,102,102,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101
101,101,101,101,102,102,101,101,101,102,102,101,101,101,101,101,101,102,102,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101
101,101,101,101,102,102,101,101,101,102,102,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,102,102,101,101,101,101,101,101,101,101,101,101
101,101,101,101,102,102,101,101,101,102,102,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101
101,101,101,101,102,102,5,5,5,102,102,101,101,101,101,101,101,101,101,101,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,101,101,101,101,101,101,101,101,101,101
